Symbol,Name,IndustryCode,Industry,Symbol_kor
AAPL,Apple Inc,57106020.0,전화 및 소형 장치,애플
MSFT,Microsoft Corp,57201020.0,소프트웨어,마이크로소프트
NVDA,NVIDIA Corp,57101010.0,반도체,엔비디아
AMZN,Amazon.com Inc,53402010.0,백화점,아마존닷컴
GOOGL,Alphabet Inc Class A,57201030.0,온라인 서비스,알파벳 Class A
META,Meta Platforms Inc,57201030.0,온라인 서비스,메타 플랫폼스
GOOG,Alphabet Inc Class C,57201030.0,온라인 서비스,알파벳 Class C
TSLA,Tesla Inc,53403010.0,"자동차 차량, 부품 및 서비스 소매",테슬라
AVGO,Broadcom Inc,57101010.0,반도체,브로드컴
COST,Costco Wholesale Corp,53402020.0,할인점,코스트코 홀세일
ASML,ASML Holding NV ADR,57101020.0,반도체 장비 및 테스트,ASML 홀딩 ADR
NFLX,Netflix Inc,57201030.0,온라인 서비스,넷플릭스
AMD,Advanced Micro Devices Inc,57101010.0,반도체,어드밴스드 마이크로 디바이시스(AMD)
ADBE,Adobe Inc,57201020.0,소프트웨어,어도비
AZN,AstraZeneca PLC ADR,56201040.0,제약,아스트라제네카 ADR
PEP,PepsiCo Inc,54101030.0,무알콜 음료,펩시코
LIN,Linde PLC,51101010.0,상품 화학,린드
TMUS,T-Mobile US Inc,57401020.0,무선 통신 서비스,T-모바일 US
QCOM,Qualcomm Inc,57101010.0,반도체,퀄컴
CSCO,Cisco Systems Inc,57102010.0,통신 및 네트워킹,시스코 시스템즈
TXN,Texas Instruments Inc,57101010.0,반도체,텍사스 인스트루먼트
INTU,Intuit Inc,57301010.0,핀테크,인튜이트
PDD,PDD Holdings Inc ADR,57201030.0,온라인 서비스,핀둬둬 ADR
AMAT,Applied Materials Inc,57101020.0,반도체 장비 및 테스트,어플라이드 머티어리얼즈
AMGN,Amgen Inc,56201040.0,제약,암젠
ARM,Arm Holdings PLC ADR,57101010.0,반도체,암 홀딩스 ADR
CMCSA,Comcast Corp,57401020.0,무선 통신 서비스,컴캐스트
ISRG,Intuitive Surgical Inc,56101010.0,첨단 의료 장비 및 기술,인튜이티브 서지컬
INTC,Intel Corp,57101010.0,반도체,인텔
HON,Honeywell International Inc,54401010.0,소비재 대기업,허니웰 인터내셔널
BKNG,Booking Holdings Inc,53301040.0,여가 및 오락시설,부킹 홀딩스
MU,Micron Technology Inc,57101010.0,반도체,마이크론 테크놀로지
SNY,Sanofi SA ADR,56201040.0,제약,사노피 ADR
LRCX,Lam Research Corp,57101020.0,반도체 장비 및 테스트,램 리서치
VRTX,Vertex Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,버텍스 파마슈티컬
REGN,Regeneron Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,리제네론 파마슈티컬스
ADI,Analog Devices Inc,57101010.0,반도체,애널로그 디바이시스
PANW,Palo Alto Networks Inc,57201020.0,소프트웨어,팔로 알토 네트웍스
KLAC,KLA Corp,57101020.0,반도체 장비 및 테스트,KLA
ADP,Automatic Data Processing Inc,57201010.0,IT 서비스 및 컨설팅,오토매틱 데이터 프로세싱
ABNB,Airbnb Inc,57201030.0,온라인 서비스,에어비앤비
GILD,Gilead Sciences Inc,56201040.0,제약,길리어드 사이언스
MDLZ,Mondelez International Inc,54102020.0,식품 가공,몬덜리즈 인터내셔널
SNPS,Synopsys Inc,57201020.0,소프트웨어,시놉시스
CRWD,CrowdStrike Holdings Inc,57201010.0,IT 서비스 및 컨설팅,크라우드 스트라이크 홀딩스
SBUX,Starbucks Corp,53301020.0,레스토랑 및 바,스타벅스
MELI,MercadoLibre Inc,57201030.0,온라인 서비스,메르카도리브레
CDNS,Cadence Design Systems Inc,57201020.0,소프트웨어,케이던스 디자인 시스템즈
EQIX,Equinix Inc,60102040.0,특수 REITs,이퀴닉스
CTAS,Cintas Corp,52203040.0,경영 지원 서비스,신타스
CME,CME Group Inc,55102050.0,"금융, 상품 시장 운영 및 서비스 제공",CME 그룹
MAR,Marriott International Inc,53301010.0,"호텔, 모텔 및 크루즈 라인",메리어트 인터내셔널
NXPI,NXP Semiconductors NV,57101010.0,반도체,NXP 세미콘덕터
CSX,CSX Corp,52405030.0,지상 화물 및 물류,CSX
PYPL,PayPal Holdings Inc,52203040.0,경영 지원 서비스,페이팔 홀딩스
ORLY,O'Reilly Automotive Inc,53403010.0,"자동차 차량, 부품 및 서비스 소매",오레일리 오토모티브
WDAY,Workday Inc,57201020.0,소프트웨어,워크데이
COIN,Coinbase Global Inc,57301030.0,블록 체인 및 암호화폐,코인베이스 글로벌
CEG,Constellation Energy Corp,59101010.0,전력 유틸리티,콘스텔레이션 에너지
MRVL,Marvell Technology Inc,57101010.0,반도체,마벨 테크놀로지 그룹
ROP,Roper Technologies Inc,57201020.0,소프트웨어,로퍼 테크놀로지스
NTES,NetEase Inc ADR,57201030.0,온라인 서비스,넷이즈 ADR
PCAR,Paccar Inc,52102020.0,중장비 및 차량,파카
ADSK,Autodesk Inc,57201020.0,소프트웨어,오토데스크
MNST,Monster Beverage Corp,54101030.0,무알콜 음료,몬스터 베버리지
IBKR,Interactive Brokers Group Inc,55102010.0,투자 은행 및 중개 서비스,인터랙티브 브로커스 그룹
CPRT,Copart Inc,57201030.0,온라인 서비스,코파트
AEP,American Electric Power Company Inc,59101010.0,전력 유틸리티,아메리칸 일렉트릭 파워 컴퍼니
ROST,Ross Stores Inc,53403040.0,의류 및 액세서리 소매,로스 스토어스
MCHP,Microchip Technology Inc,57101010.0,반도체,마이크로칩 테크놀러지
SMCI,Super Micro Computer Inc,57106010.0,컴퓨터 하드웨어,슈퍼 마이크로 컴퓨터
CHTR,Charter Communications Inc,57401010.0,통합 통신 서비스,차터 커뮤니케이션
MRNA,Moderna Inc,56202010.0,생명 공학 및 의학 연구,모더나
TTD,Trade Desk Inc,57201020.0,소프트웨어,트레이드 데스크
TEAM,Atlassian Corp,57201020.0,소프트웨어,아틀라시안
PAYX,Paychex Inc,52203030.0,고용 서비스,페이첵스
DXCM,Dexcom Inc,56101020.0,"의료 장비, 물품 및 유통",덱스컴
FTNT,Fortinet Inc,57201020.0,소프트웨어,포티넷
KDP,Keurig Dr Pepper Inc,54101030.0,무알콜 음료,큐리그 닥터 페퍼
ODFL,Old Dominion Freight Line Inc,52405030.0,지상 화물 및 물류,올드 도미니언 프라이트 라인
JD,JD.Com Inc ADR,53402010.0,백화점,제이디닷컴 ADR
DASH,DoorDash Inc,57201030.0,온라인 서비스,도어대시
KHC,Kraft Heinz Co,54102020.0,식품 가공,크래프트 하인즈
IDXX,IDEXX Laboratories Inc,56101020.0,"의료 장비, 물품 및 유통",아이덱스 래보라토리스
DDOG,Datadog Inc,57201020.0,소프트웨어,데이터도그
FAST,Fastenal Co,52102010.0,산업용 기계 및 장비,패스널
VRSK,Verisk Analytics Inc,57201010.0,IT 서비스 및 컨설팅,베리스크 애널리틱스
MPWR,Monolithic Power Systems Inc,57101010.0,반도체,모놀리식 파워 시스템즈
EA,Electronic Arts Inc,57201020.0,소프트웨어,일렉트로닉 아츠
GEHC,GE Healthcare Technologies Inc,56101010.0,첨단 의료 장비 및 기술,GE HealthCare Technologies Inc
FANG,Diamondback Energy Inc,50102020.0,"오일, 가스 탐사 및 생산",다이아몬드백 에너지
CTSH,Cognizant Technology Solutions Corp,57201010.0,IT 서비스 및 컨설팅,코그니전트 테크놀로지 솔루션
ACGL,Arch Capital Group Ltd,55301020.0,손해보험,아치 캐피털 그룹
NDAQ,Nasdaq Inc,55102050.0,"금융, 상품 시장 운영 및 서비스 제공",나스닥
EXC,Exelon Corp,59101010.0,전력 유틸리티,엑셀론
BKR,Baker Hughes Co,50103020.0,오일 관련 서비스 및 장비,베이커 휴즈
LULU,Lululemon Athletica Inc,53202020.0,의류 및 액세서리,룰루레몬 애슬레티카
CCEP,Coca-Cola Europacific Partners PLC,54101030.0,무알콜 음료,코카-콜라 유로퍼시픽 파트너스
BIIB,Biogen Inc,56201040.0,제약,바이오젠
ON,ON Semiconductor Corp,57101010.0,반도체,온 세미콘덕터
GFS,GlobalFoundries Inc,57101020.0,반도체 장비 및 테스트,글로벌파운드리
BIDU,Baidu Inc ADR,57201030.0,온라인 서비스,바이두 ADR
CDW,CDW Corp,57107010.0,통합 하드웨어 및 소프트웨어,CDW
FER,Ferrovial SE,52201020.0,건설 및 엔지니어링,페로비알
CSGP,CoStar Group Inc,57201030.0,온라인 서비스,코스타 그룹
XEL,Xcel Energy Inc,59101010.0,전력 유틸리티,엑셀 에너지
ALNY,Alnylam Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,앨나일램 파마슈티컬스
TCOM,Trip.com Group Ltd ADR,53301040.0,여가 및 오락시설,트립닷컴 그룹 ADR
TSCO,Tractor Supply Co,53403090.0,기타 전문 소매,트랙터 서플라이
ZS,Zscaler Inc,57201020.0,소프트웨어,지스케일러
MSTR,Microstrategy Inc,57201020.0,소프트웨어,마이크로스트래티지
FITB,Fifth Third Bancorp,55101010.0,은행,피프스 서드 뱅코프
ANSS,ANSYS Inc,57201020.0,소프트웨어,앤시스
ICLR,ICON PLC,56202010.0,생명 공학 및 의학 연구,아이콘
ARGX,argenx SE ADR,56202010.0,생명 공학 및 의학 연구,아겐스 ADR
EBAY,eBay Inc,57201030.0,온라인 서비스,이베이
WTW,Willis Towers Watson PLC,55301010.0,복합보험 및 중개인,윌리스 타워스 왓슨
RYAAY,Ryanair Holdings PLC ADR,52406010.0,항공사,라이언에어 홀딩스 ADR
APP,Applovin Corp,57201020.0,소프트웨어,앱플로빈
NTAP,NetApp Inc,57106010.0,컴퓨터 하드웨어,넷앱
TROW,T Rowe Price Group Inc,55102020.0,투자 관리 및 펀드 운영,티 로웨 프라이스 그룹
KSPI,Kaspi.kz AO ADR,57301010.0,핀테크,카스피.kz 우선주
TTWO,Take-Two Interactive Software Inc,57201020.0,소프트웨어,테이크-투 인터랙티브 소프트웨어
FCNCA,First Citizens BancShares Inc (Delaware),55101010.0,은행,퍼스트 시티즌스 뱅크셰어스
VOD,Vodafone Group PLC ADR,57401020.0,무선 통신 서비스,보다폰 그룹 ADR
AXON,Axon Enterprise Inc,52101010.0,항공우주 및 방위,액손 엔터프라이스
TER,Teradyne Inc,57101020.0,반도체 장비 및 테스트,테라다인
WDC,Western Digital Corp,57106010.0,컴퓨터 하드웨어,웨스턴 디지털
SYM,Symbotic Inc,52102010.0,산업용 기계 및 장비,심보틱
TW,Tradeweb Markets Inc,55102050.0,"금융, 상품 시장 운영 및 서비스 제공",트레이드웹 마켓
SBAC,SBA Communications Corp,60102040.0,특수 REITs,SBA 커뮤니케이션스
DLTR,Dollar Tree Inc,53402020.0,할인점,달러 트리
FSLR,First Solar Inc,50201010.0,재생 가능 에너지 장비 및 서비스,퍼스트 솔라
STX,Seagate Technology Holdings PLC,57106010.0,컴퓨터 하드웨어,씨게이트 테크놀로지 홀딩스
LI,Li Auto Inc ADR,53101010.0,자동차 및 트럭 제조,리 오토 ADR
PTC,PTC Inc,57201020.0,소프트웨어,PTC
HOOD,Robinhood Markets Inc,57301010.0,핀테크,로빈후드 마켓츠
MBLY,Mobileye Global Inc,57107010.0,통합 하드웨어 및 소프트웨어,모빌아이 글로벌
HBAN,Huntington Bancshares Inc,55101010.0,은행,헌팅턴 뱅크셰어스
ERIC,Telefonaktiebolaget LM Ericsson ADR,57102010.0,통신 및 네트워킹,텔레폰악티에볼라예트 에릭슨 ADR
BNTX,Biontech SE ADR,56202010.0,생명 공학 및 의학 연구,바이오엔테크 ADR
PFG,Principal Financial Group Inc,55102020.0,투자 관리 및 펀드 운영,프린시펄 파이낸셜 그룹
STLD,Steel Dynamics Inc,51201020.0,철 및 강철,스틸 다이내믹스
WBD,Warner Bros Discovery Inc,53302020.0,방송,워너 브로스 디스커버리
ENTG,Entegris Inc,57101020.0,반도체 장비 및 테스트,인테그리스
ERIE,Erie Indemnity Co,55301020.0,손해보험,이리 인뎀니티
CINF,Cincinnati Financial Corp,55301020.0,손해보험,신시내티 파이낸셜
CHKP,Check Point Software Technologies Ltd,57201020.0,소프트웨어,체크 포인트 소프트웨어 테크놀로지
MDB,MongoDB Inc,57201020.0,소프트웨어,몽고DB
ULTA,Ulta Beauty Inc,53403090.0,기타 전문 소매,울타 뷰티
ILMN,Illumina Inc,56101010.0,첨단 의료 장비 및 기술,일루미나
ALGN,Align Technology Inc,56101020.0,"의료 장비, 물품 및 유통",얼라인 테크놀로지
SWKS,Skyworks Solutions Inc,57101010.0,반도체,스카이웍스 솔루션스
DKNG,Draftkings Inc,53301030.0,카지노 및 도박,드래프트킹즈 홀딩스
HOLX,Hologic Inc,56101010.0,첨단 의료 장비 및 기술,홀로직
ZM,Zoom Video Communications Inc,57201020.0,소프트웨어,줌 비디오 커뮤니케이션
COO,Cooper Companies Inc,56101020.0,"의료 장비, 물품 및 유통",쿠퍼 컴퍼니스
EXPE,Expedia Group Inc,53301040.0,여가 및 오락시설,익스피디아그룹
VRSN,VeriSign  Inc,57201010.0,IT 서비스 및 컨설팅,베리사인
NTRS,Northern Trust Corp,55102020.0,투자 관리 및 펀드 운영,노던 트러스트
GMAB,Genmab A/S ADR,56202010.0,생명 공학 및 의학 연구,젠맵 ADR
RIVN,Rivian Automotive Inc,53101010.0,자동차 및 트럭 제조,리비안 오토모티브
SSNC,SS&C Technologies Holdings Inc,57201010.0,IT 서비스 및 컨설팅,SS&C 테크놀로지스 홀딩스
JBHT,J B Hunt Transport Services Inc,52405030.0,지상 화물 및 물류,J.B 헌트 운송 서비스
LPLA,LPL Financial Holdings Inc,55102010.0,투자 은행 및 중개 서비스,LPL 파이낸셜 홀딩스
RPRX,Royalty Pharma PLC,56201040.0,제약,로열티 파마
ZBRA,Zebra Technologies Corp,57104010.0,전자 장비 및 부품,지브라 테크놀로지스
TPG,TPG Inc,55102020.0,투자 관리 및 펀드 운영,TPG
WMG,Warner Music Group Corp,53302030.0,엔터테인먼트 제작,워너 뮤직 그룹
CG,Carlyle Group Inc,55102020.0,투자 관리 및 펀드 운영,칼라일 그룹
FWONK,Liberty Media Formula One Ord Shs Series C,53302020.0,방송,리버티 미디어 포뮬러 원 시리즈 C
OKTA,Okta Inc,57201010.0,IT 서비스 및 컨설팅,옥타
GEN,Gen Digital Inc,57201020.0,소프트웨어,젠 디지털
BMRN,Biomarin Pharmaceutical Inc,56201040.0,제약,바이오마린 파마슈티컬
LOGI,Logitech International SA,57106010.0,컴퓨터 하드웨어,로지텍 인터내셔널
UAL,United Airlines Holdings Inc,52406010.0,항공사,유나이티드 에어라인스 홀딩스
ENPH,Enphase Energy Inc,50201010.0,재생 가능 에너지 장비 및 서비스,인페이즈 에너지
BSY,Bentley Systems Inc,57201020.0,소프트웨어,벤틀리 시스템즈
AKAM,Akamai Technologies Inc,57201010.0,IT 서비스 및 컨설팅,아카마이 테크놀로지
SIRI,Sirius XM Holdings Inc,53302020.0,방송,시리우스 XM 홀딩스
BGNE,Beigene Ltd ADR,56202010.0,생명 공학 및 의학 연구,베이진 ADR
UTHR,United Therapeutics Corp,56202010.0,생명 공학 및 의학 연구,유나이티드 테라퓨틱스
INCY,Incyte Corp,56201040.0,제약,인사이트
NBIX,Neurocrine Biosciences Inc,56202010.0,생명 공학 및 의학 연구,뉴로크린 바이오사이언시스
LNT,Alliant Energy Corp,59101010.0,전력 유틸리티,얼라이언트 에너지
TRMB,Trimble Inc,57201020.0,소프트웨어,트림블
VTRS,Viatris Inc,56201040.0,제약,비아트리스
CASY,Caseys General Stores Inc,54301020.0,식품 소매 및 유통,케이시스 제너럴 스토어스
NDSN,Nordson Corp,52102010.0,산업용 기계 및 장비,노드슨
SRPT,Sarepta Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,사렙타 테라퓨틱스
PODD,Insulet Corp,56101020.0,"의료 장비, 물품 및 유통",인슐릿
GRAB,Grab Holdings Ltd,57201020.0,소프트웨어,그랩 홀딩스
MANH,Manhattan Associates Inc,57201010.0,IT 서비스 및 컨설팅,맨해튼 어소시에이츠
NTRA,Natera Inc,56102010.0,의료 시설 및 서비스,나테라
MEDP,Medpace Holdings Inc,56202010.0,생명 공학 및 의학 연구,메드페이스 홀딩스
MORN,Morningstar Inc,52203070.0,전문 정보 서비스,모닝스타
GLPI,Gaming and Leisure Properties Inc,60102040.0,특수 REITs,게이밍 앤드 레저 프로퍼티스
HST,Host Hotels & Resorts Inc,60102040.0,특수 REITs,호스트 호텔스 & 리조트
PAA,Plains All American Pipeline Units,50103030.0,오일 및 가스 수송 서비스,Plains All American Pipeline Units
ARCC,Ares Capital Corp,55501030.0,폐쇄형 펀드,아레스 캐피탈
POOL,Pool Corp,53205020.0,오락용 제품,풀
SAIA,Saia Inc,52405030.0,지상 화물 및 물류,사이아
EVRG,Evergy Inc,59101010.0,전력 유틸리티,에버지
AZPN,Aspen Technology Inc,57201020.0,소프트웨어,애스펜 테크놀로지
FLEX,Flex Ltd,57104010.0,전자 장비 및 부품,플렉스
JKHY,Jack Henry & Associates Inc,57201010.0,IT 서비스 및 컨설팅,잭 헨리 & 어소시에이츠
TECH,Bio-Techne Corp,56202010.0,생명 공학 및 의학 연구,바이오-테크네
INSM,Insmed Inc,56202010.0,생명 공학 및 의학 연구,인스메드
LKQ,LKQ Corp,53101020.0,"자동차, 트럭 및 오토바이 부품",LKQ
REG,Regency Centers Corp,60102020.0,상업용 REITs,리젠시 센터스
LAMR,Lamar Advertising Co,60102040.0,특수 REITs,라마 애드버타이징
APA,APA Corp (US),50102020.0,"오일, 가스 탐사 및 생산",APA (US)
NTNX,Nutanix Inc,57201010.0,IT 서비스 및 컨설팅,뉴타닉스
LECO,Lincoln Electric Holdings Inc,52102010.0,산업용 기계 및 장비,링컨 일렉트릭 홀딩스
CELH,Celsius Holdings Inc,54101030.0,무알콜 음료,셀시어스 홀딩스
QRVO,Qorvo Inc,57101010.0,반도체,코보
DOCU,DocuSign Inc,57201020.0,소프트웨어,도큐사인
NICE,Nice Ltd ADR,57201020.0,소프트웨어,나이스 ADR
MNDY,Monday.Com Ltd,57201020.0,소프트웨어,먼데이닷컴
TXRH,Texas Roadhouse Inc,53301020.0,레스토랑 및 바,텍사스 로드하우스
CYBR,Cyberark Software Ltd,57201020.0,소프트웨어,사이버아크 소프트웨어
EWBC,East West Bancorp Inc,55101010.0,은행,이스트 웨스트 뱅코프
CHRD,Chord Energy Corp,50102020.0,"오일, 가스 탐사 및 생산",코드 에너지
WWD,Woodward Inc,52101010.0,항공우주 및 방위,우드워드
CHK,Chesapeake Energy Corp,50102020.0,"오일, 가스 탐사 및 생산",체사피크 에너지
TTEK,Tetra Tech Inc,52203010.0,환경 서비스 및 장비,테트라 테크
WING,Wingstop Inc,53301020.0,레스토랑 및 바,윙스톱
OLED,Universal Display Corp,57101010.0,반도체,유니버설 디스플레이
NWSA,News Corp Class A,53302040.0,소비자 출판,뉴스 코퍼레이션 Class A
FFIV,F5 Inc,57201010.0,IT 서비스 및 컨설팅,F5
CHDN,Churchill Downs Inc,53301030.0,카지노 및 도박,처칠 다운스
CHRW,CH Robinson Worldwide Inc,52405030.0,지상 화물 및 물류,CH 로빈슨 월드와이드
VFS,VinFast Auto Ltd,53101010.0,자동차 및 트럭 제조,빈패스트 오토
FTAI,FTAI Aviation Ltd,55101050.0,기업 금융 서비스,FTAI 애비에이션
WBA,Walgreens Boots Alliance Inc,54301010.0,의약품 소매,월그린스 부츠 얼라이언스
XP,XP Inc,55102010.0,투자 은행 및 중개 서비스,엑스피
AMKR,Amkor Technology Inc,57101020.0,반도체 장비 및 테스트,앰코 테크놀로지
LEGN,Legend Biotech Corp ADR,56202010.0,생명 공학 및 의학 연구,레전드 바이오테크 ADR
COKE,Coca-Cola Consolidated Inc,54101030.0,무알콜 음료,코카콜라 콘솔리데이티드
AFRM,Affirm Holdings Inc,57301010.0,핀테크,어펌 홀딩스
HTHT,H World Group Ltd ADR,53301010.0,"호텔, 모텔 및 크루즈 라인",화주 그룹
DOX,Amdocs Ltd,57201010.0,IT 서비스 및 컨설팅,암독스
BRKR,Bruker Corp,56101010.0,첨단 의료 장비 및 기술,브루커
APPF,Appfolio Inc,57201020.0,소프트웨어,앱폴리오
WYNN,Wynn Resorts Ltd,53301030.0,카지노 및 도박,윈 리조트
MTCH,Match Group Inc,57201030.0,온라인 서비스,매치 그룹
WFRD,Weatherford International PLC,50103020.0,오일 관련 서비스 및 장비,웨더포드 인터네셔널
CART,Maplebear Inc,57201030.0,온라인 서비스,메이플베어
ROKU,Roku Inc,53302030.0,엔터테인먼트 제작,로쿠
LNW,Light & Wonder Inc,53301030.0,카지노 및 도박,라이트 앤 원더
PPC,Pilgrims Pride Corp,54102020.0,식품 가공,필그림즈 프라이드
Z,Zillow Group Inc Class C,60101020.0,부동산 서비스,질로우 그룹 Class C
RGLD,Royal Gold Inc,51201060.0,금,로얄 골드
MMYT,MakeMyTrip Ltd,53301040.0,여가 및 오락시설,메이크마이트립
HSIC,Henry Schein Inc,56101020.0,"의료 장비, 물품 및 유통",헨리 셰인
EXAS,Exact Sciences Corp,56202010.0,생명 공학 및 의학 연구,이그젝트 사이언시스
SEIC,SEI Investments Co,55102020.0,투자 관리 및 펀드 운영,SEI 인베스트먼트
WIX,Wix.Com Ltd,57201030.0,온라인 서비스,윅스닷컴
MKSI,MKS Instruments Inc,52102010.0,산업용 기계 및 장비,MKS 인스트루먼츠
CGNX,Cognex Corp,52102010.0,산업용 기계 및 장비,코그넥스
PCVX,Vaxcyte Inc,56202010.0,생명 공학 및 의학 연구,백사이트
GTLB,GitLab Inc,57201020.0,소프트웨어,깃랩
FUTU,Futu Holdings Ltd ADR,57301010.0,핀테크,푸투 홀딩스 ADR
LCID,Lucid Group Inc,53101010.0,자동차 및 트럭 제조,루시드 그룹
FOXA,Fox Corp Class A,53302020.0,방송,폭스 Class A
DSGX,Descartes Systems Group Inc,57201020.0,소프트웨어,데카르트 시스템즈 그룹
MKTX,Marketaxess Holdings Inc,55102050.0,"금융, 상품 시장 운영 및 서비스 제공",마켓액세스 홀딩스
PCTY,Paylocity Holding Corp,57201020.0,소프트웨어,페일로시티 홀딩
ALAB,Astera Labs Inc,57101010.0,반도체,아스테라 랩스
OTEX,Open Text Corp,57201020.0,소프트웨어,오픈 텍스트
HAS,Hasbro Inc,53205010.0,장난감 및 어린이 제품,해즈브로
LNTH,Lantheus Holdings Inc,56101020.0,"의료 장비, 물품 및 유통",랜티우스 홀딩스
CZR,Caesars Entertainment Inc,53301030.0,카지노 및 도박,시저스 엔터테인먼트
SFM,Sprouts Farmers Market Inc,54301020.0,식품 소매 및 유통,스프라우츠 파머스 마켓
ROIV,Roivant Sciences Ltd,56201040.0,제약,로이반트 사이언시스
SOFI,SoFi Technologies Inc,55101030.0,소비자 대출,소파이 테크놀로지스
ESLT,Elbit Systems Ltd,52101010.0,항공우주 및 방위,엘빗 시스템즈
CFLT,Confluent Inc,57201020.0,소프트웨어,콘플루언트
LSCC,Lattice Semiconductor Corp,57101010.0,반도체,래티스 세미컨덕터
FOX,Fox Corp Class B,53302020.0,방송,폭스 Class B
ITCI,Intra-Cellular Therapies Inc,56201040.0,제약,인트라 셀룰라 테라퓨틱스
CROX,Crocs Inc,53202030.0,제화,크록스
ASND,Ascendis Pharma A/S ADR,56202010.0,생명 공학 및 의학 연구,어센디스 파마 ADR
GNTX,Gentex Corp,53101020.0,"자동차, 트럭 및 오토바이 부품",젠텍스
IEP,Icahn Enterprises Units,50102030.0,"오일, 가스 정제 및 마케팅",Icahn Enterprises Units
CBSH,Commerce Bancshares Inc,55101010.0,은행,커머스 뱅크셰어스
ENSG,Ensign Group Inc,56102010.0,의료 시설 및 서비스,엔사인 그룹
YNDX,Yandex NV,57201030.0,온라인 서비스,얀덱스
ALTR,Altair Engineering Inc,57201010.0,IT 서비스 및 컨설팅,알테어 엔지니어링
DUOL,Duolingo Inc,57201030.0,온라인 서비스,듀오링고
CERE,Cerevel Therapeutics Holdings Inc,56202010.0,생명 공학 및 의학 연구,세러벨 테라퓨틱스 홀딩스
MTSI,MACOM Technology Solutions Holdings Inc,57101010.0,반도체,M/A-컴 테크놀로지 솔루션스 홀딩스
HLNE,Hamilton Lane Inc,55102020.0,투자 관리 및 펀드 운영,해밀턴 레인
UFPI,Ufp Industries Inc,51301010.0,임업 및 목재 제품,UFP 인더스트리
SPSC,SPS Commerce Inc,57201020.0,소프트웨어,SPS 커머스
RVMD,Revolution Medicines Inc,56202010.0,생명 공학 및 의학 연구,레볼루션 메디신
ETSY,ETSY Inc,53402010.0,백화점,엣시
BZ,Kanzhun Ltd ADR,52203030.0,고용 서비스,칸준 ADR
AAON,Aaon Inc,52102030.0,전기 부품 및 장비,에이에이온
AUR,Aurora Innovation Inc,57201020.0,소프트웨어,오로라 이노베이션
DBX,Dropbox Inc,57201020.0,소프트웨어,드랍박스
WSC,Willscot Mobile Mini Holdings Corp,52203040.0,경영 지원 서비스,윌스콧
AGNC,AGNC Investment Corp,60102040.0,특수 REITs,AGNC 인베스트먼트
ZION,Zions Bancorporation NA,55101010.0,은행,자이언스 뱅코프
PARA,Paramount Global Class B,53302020.0,방송,파라마운트 글로벌 Class B
FSV,Firstservice Corp,60101020.0,부동산 서비스,퍼스트서비스
CRUS,Cirrus Logic Inc,57101010.0,반도체,시러스 로직
RGEN,Repligen Corp,56101020.0,"의료 장비, 물품 및 유통",레플리젠
DRS,Leonardo DRS Inc,52101010.0,항공우주 및 방위,레오나르도 DRS
CACC,Credit Acceptance Corp,55101030.0,소비자 대출,크레디트 억셉턴스
VNOM,Viper Energy Inc,50102020.0,"오일, 가스 탐사 및 생산",바이퍼 에너지
PNFP,Pinnacle Financial Partners Inc,55101010.0,은행,피너클 파이낸셜 파트너스
BPOP,Popular Inc,55101010.0,은행,파퓰러
MARA,Marathon Digital Holdings Inc,57301030.0,블록 체인 및 암호화폐,마라톤 디지털 홀딩스
AAL,American Airlines Group Inc,52406010.0,항공사,아메리칸 에어라인스 그룹
NSIT,Insight Enterprises Inc,57106010.0,컴퓨터 하드웨어,인사이트 엔터프라이지즈
BPMC,Blueprint Medicines Corp,56202010.0,생명 공학 및 의학 연구,블루프린트 메디슨스
LBRDK,Liberty Broadband Corp Series C,53302020.0,방송,리버티 브로드밴드 시리즈 C
MIDD,Middleby Corp,52102010.0,산업용 기계 및 장비,미들비
IONS,Ionis Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,아이오니스 파마슈티컬스
CCCS,CCC Intelligent Solutions Holdings Inc,57201020.0,소프트웨어,CCC 인텔리전트 솔루션스 홀딩스
HALO,Halozyme Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,할로자임 테라퓨틱스
DJT,Trump Media & Technology Group Corp,55601010.0,투자 지주 회사,트럼프 미디어 & 테크놀로지 그룹
WTFC,Wintrust Financial Corp,55101010.0,은행,윈트러스트 파이낸셜
FYBR,Frontier Communications Parent Inc,57401010.0,통합 통신 서비스,프론티어 커뮤니케이션 패런트
NXT,Nextracker Inc,50201010.0,재생 가능 에너지 장비 및 서비스,넥스트래커
HQY,Healthequity Inc,57201020.0,소프트웨어,헬스에퀴티
JAZZ,Jazz Pharmaceuticals PLC,56201040.0,제약,재즈 파마슈티컬스
HCP,HashiCorp Inc,57201020.0,소프트웨어,하시코프
BOKF,BOK Financial Corp,55101010.0,은행,BOK 파이낸셜
LFUS,Littelfuse Inc,57104010.0,전자 장비 및 부품,리틀휴즈
LSTR,Landstar System Inc,52405030.0,지상 화물 및 물류,랜드스타 시스템
CYTK,Cytokinetics Inc,56202010.0,생명 공학 및 의학 연구,사이토키네틱스
CHX,ChampionX Corp,50103020.0,오일 관련 서비스 및 장비,챔피언엑스
